report_year,agency_code,agency_jurisdiction,agency_state,population,violent_crimes,homicides,rapes,assaults,robberies,months_reported,crimes_percapita,homicides_percapita,rapes_percapita,assaults_percapita,robberies_percapita
1976,MOKPD00,Kansas City,MO,488012,5578,95,350,2723,2410,12,1143,19.47,71.72,557.98,493.84
1977,MOKPD00,Kansas City,MO,492055,5616,97,325,2868,2326,12,1141.34,19.71,66.05,582.86,472.71
1978,MOKPD00,Kansas City,MO,463931,5029,115,342,2708,1864,12,1084,24.79,73.72,583.71,401.78
1979,MOKPD00,Kansas City,MO,462914,5942,119,436,2736,2651,12,1283.61,25.71,94.19,591.04,572.68
1980,MOKPD00,Kansas City,MO,446865,7013,132,518,3474,2889,12,1569.38,29.54,115.92,777.42,646.5
1981,MOKPD00,Kansas City,MO,450211,7714,115,429,3935,3235,12,1713.42,25.54,95.29,874.03,718.55
1982,MOKPD00,Kansas City,MO,451397,6729,93,376,3504,2756,12,1490.71,20.6,83.3,776.26,610.55
1983,MOKPD00,Kansas City,MO,453128,7452,106,425,4045,2876,12,1644.57,23.39,93.79,892.68,634.7
1984,MOKPD00,Kansas City,MO,450489,7167,88,372,4267,2440,12,1590.94,19.53,82.58,947.19,541.63
1985,MOKPD00,Kansas City,MO,444942,8012,91,424,4851,2646,12,1800.68,20.45,95.29,1090.25,594.68
1986,MOKPD00,Kansas City,MO,448237,9673,116,460,5655,3442,12,2158.01,25.88,102.62,1261.61,767.9
1987,MOKPD00,Kansas City,MO,444382,8423,131,486,4527,3279,12,1895.44,29.48,109.37,1018.72,737.88
1988,MOKPD00,Kansas City,MO,447461,8316,134,473,4230,3479,12,1858.49,29.95,105.71,945.33,777.5
1989,MOKPD00,Kansas City,MO,440435,8996,140,507,4525,3824,12,2042.53,31.79,115.11,1027.39,868.23
1990,MOKPD00,Kansas City,MO,434711,11087,121,517,5957,4492,12,2550.43,27.83,118.93,1370.34,1033.33
1991,MOKPD00,Kansas City,MO,438188,12413,135,477,6846,4955,12,2832.8,30.81,108.86,1562.34,1130.79
1992,MOKPD00,Kansas City,MO,441162,12594,150,564,7386,4494,12,2854.73,34,127.84,1674.21,1018.67
1993,MOKPD00,Kansas City,MO,435428,10961,153,515,6402,3891,12,2517.29,35.14,118.27,1470.28,893.6
1994,MOKPD00,Kansas City,MO,439089,10693,142,490,6334,3727,12,2435.27,32.34,111.59,1442.53,848.8
1995,MOKPD00,Kansas City,MO,445549,9734,107,470,5811,3346,12,2184.72,24.02,105.49,1304.23,750.98
1996,MOKPD00,Kansas City,MO,448474,8885,104,412,5488,2881,12,1981.16,23.19,91.87,1223.71,642.4
1997,MOKPD00,Kansas City,MO,452070,8569,100,417,5341,2711,12,1895.5,22.12,92.24,1181.45,599.69
1998,MOKPD00,Kansas City,MO,447730,8362,130,382,5189,2661,12,1867.64,29.04,85.32,1158.96,594.33
1999,MOKPD00,Kansas City,MO,443992,7766,117,330,4840,2479,12,1749.13,26.35,74.33,1090.11,558.34
2000,MOKPD00,Kansas City,MO,441545,7181,113,310,4493,2265,12,1626.33,25.59,70.21,1017.56,512.97
2001,MOKPD00,Kansas City,MO,444267,7081,103,319,4292,2367,12,1593.86,23.18,71.8,966.09,532.79
2002,MOKPD00,Kansas City,MO,447650,6054,83,300,3660,2011,12,1352.4,18.54,67.02,817.6,449.23
2003,MOKPD00,Kansas City,MO,445965,6151,82,308,3871,1890,12,1379.26,18.39,69.06,868.01,423.8
2004,MOKPD00,Kansas City,MO,446659,6449,89,316,4121,1923,12,1443.83,19.93,70.75,922.63,430.53
2005,MOKPD00,Kansas City,MO,447915,6536,126,295,4115,2000,12,1459.21,28.13,65.86,918.7,446.51
2006,MOKPD00,Kansas City,MO,448218,6471,112,321,3994,2044,12,1443.72,24.99,71.62,891.08,456.03
2007,MOKPD00,Kansas City,MO,447725,8380,90,467,5465,2358,12,1871.68,20.1,104.31,1220.62,526.66
2008,MOKPD00,Kansas City,MO,451454,6269,115,248,3816,2090,12,1388.62,25.47,54.93,845.27,462.95
2009,MOKPD00,Kansas City,MO,484684,6303,100,276,3957,1970,12,1300.43,20.63,56.94,816.41,406.45
2010,MOKPD00,Kansas City,MO,459787,5643,102,241,3629,1671,12,1227.31,22.18,52.42,789.28,363.43
2011,MOKPD00,Kansas City,MO,461458,5555,108,272,3504,1671,12,1203.79,23.4,58.94,759.33,362.11
2012,MOKPD00,Kansas City,MO,464073,5889,105,257,3879,1648,12,1268.98,22.63,55.38,835.86,355.12
2013,MOKPD00,Kansas City,MO,465514,5876,99,392,3719,1666,12,1262.26,21.27,84.21,798.9,357.88
2014,MOKPD00,Kansas City,MO,468417,5892,79,412,3775,1626,12,1257.85,16.87,87.96,805.91,347.13
2015,MOKPD00,Kansas City,MO,473373,6709,109,366,4531,1703,,1417.28,23.03,77.32,957.17,359.76
1975,NV00201,Las Vegas,NV,249186,2594,37,169,1043,1345,12,1040.99,14.85,67.82,418.56,539.76
1976,NV00201,Las Vegas,NV,265347,2473,35,151,1011,1276,12,931.99,13.19,56.91,381.01,480.88
1977,NV00201,Las Vegas,NV,279791,2729,59,183,1068,1419,12,975.37,21.09,65.41,381.71,507.16
1978,NV00201,Las Vegas,NV,288865,2886,54,192,1092,1548,12,999.08,18.69,66.47,378.03,535.89
1979,NV00201,Las Vegas,NV,324220,3210,75,198,1046,1891,12,990.07,23.13,61.07,322.62,583.25
1980,NV00201,Las Vegas,NV,385396,4421,92,291,1402,2636,12,1147.13,23.87,75.51,363.78,683.97
1981,NV00201,Las Vegas,NV,406915,4648,106,310,1454,2778,12,1142.25,26.05,76.18,357.32,682.7
1982,NV00201,Las Vegas,NV,424252,4470,88,286,1357,2739,12,1053.62,20.74,67.41,319.86,645.61
1983,NV00201,Las Vegas,NV,429080,3564,74,244,1261,1985,12,830.61,17.25,56.87,293.88,462.62
1984,NV00201,Las Vegas,NV,438264,3309,67,245,1230,1767,12,755.02,15.29,55.9,280.65,403.18
1985,NV00201,Las Vegas,NV,456749,3624,57,278,1534,1755,12,793.43,12.48,60.86,335.85,384.24
1986,NV00201,Las Vegas,NV,463158,3947,75,323,1616,1933,12,852.19,16.19,69.74,348.91,417.35
1987,NV00201,Las Vegas,NV,481393,3884,47,308,1692,1837,12,806.83,9.76,63.98,351.48,381.6
1988,NV00201,Las Vegas,NV,510941,4024,54,363,1720,1887,12,787.57,10.57,71.05,336.63,369.32
1989,NV00201,Las Vegas,NV,536148,4094,67,305,1676,2046,12,763.6,12.5,56.89,312.6,381.61
1990,NV00201,Las Vegas,NV,616243,4510,79,371,1831,2229,12,731.85,12.82,60.2,297.12,361.71
1991,NV00201,Las Vegas,NV,656391,5661,103,433,1932,3193,12,862.44,15.69,65.97,294.34,486.45
1992,NV00201,Las Vegas,NV,678385,6027,99,393,1926,3609,12,888.43,14.59,57.93,283.91,532
1993,NV00201,Las Vegas,NV,717441,7281,91,435,3183,3572,12,1014.86,12.68,60.63,443.66,497.88
1994,NV00201,Las Vegas,NV,752577,9418,105,574,4934,3805,12,1251.43,13.95,76.27,655.61,505.6
1995,NV00201,Las Vegas,NV,793432,9523,118,571,5122,3712,12,1200.23,14.87,71.97,645.55,467.84
1996,NV00201,Las Vegas,NV,831303,8409,161,475,4123,3650,12,1011.54,19.37,57.14,495.97,439.07
1997,NV00201,Las Vegas,NV,869696,9052,146,593,4568,3745,10,1040.82,16.79,68.18,525.24,430.61
1998,NV00201,Las Vegas,NV,908596,7051,116,501,3142,3292,12,776.03,12.77,55.14,345.81,362.32
1999,NV00201,Las Vegas,NV,922450,6133,109,532,2371,3121,12,664.86,11.82,57.67,257.03,338.34
2000,NV00201,Las Vegas,NV,1060541,6349,90,443,2450,3366,12,598.66,8.49,41.77,231.01,317.39
2001,NV00201,Las Vegas,NV,1117763,7549,133,447,3302,3667,12,675.37,11.9,39.99,295.41,328.07
2002,NV00201,Las Vegas,NV,1153546,8981,137,494,4574,3776,12,778.56,11.88,42.82,396.52,327.34
2003,NV00201,Las Vegas,NV,1189388,9158,141,511,4551,3955,12,769.98,11.85,42.96,382.63,332.52
2004,NV00201,Las Vegas,NV,1239805,9783,131,605,5318,3729,12,789.08,10.57,48.8,428.94,300.77
2005,NV00201,Las Vegas,NV,1281698,9530,145,616,5275,3494,12,743.54,11.31,48.06,411.56,272.61
2006,NV00201,Las Vegas,NV,1315625,12931,152,718,6680,5381,12,982.88,11.55,54.57,507.74,409.01
2007,NV00201,Las Vegas,NV,1341156,13641,119,723,7548,5251,12,1017.11,8.87,53.91,562.8,391.53
2008,NV00201,Las Vegas,NV,1353175,13324,120,729,7543,4932,12,984.65,8.87,53.87,557.43,364.48
2009,NV00201,Las Vegas,NV,1377282,13039,111,698,7735,4495,12,946.72,8.06,50.68,561.61,326.37
2010,NV00201,Las Vegas,NV,1446280,12648,107,652,7886,4003,12,874.52,7.4,45.08,545.26,276.78
2011,NV00201,Las Vegas,NV,1458474,10813,82,651,6587,3493,12,741.39,5.62,44.64,451.64,239.5
2012,NV00201,Las Vegas,NV,1479393,11598,76,596,7102,3824,12,783.97,5.14,40.29,480.06,258.48
2013,NV00201,Las Vegas,NV,1500455,11374,97,705,6500,4072,12,758.04,6.46,46.99,433.2,271.38
2014,NV00201,Las Vegas,NV,1530899,12876,122,780,7089,4885,12,841.07,7.97,50.95,463.06,319.09
2015,NV00201,Las Vegas,NV,1562134,14383,127,1107,8139,5010,,920.73,8.13,70.86,521.02,320.72
1975,CA01942,Los Angeles,CA,2729878,30405,554,1768,13493,14590,12,1113.79,20.29,64.76,494.27,534.46
1976,CA01942,Los Angeles,CA,2739100,31960,501,2047,15187,14225,12,1166.81,18.29,74.73,554.45,519.33
1977,CA01942,Los Angeles,CA,2785393,33676,576,2339,15515,15246,12,1209.02,20.68,83.97,557.01,547.36
1978,CA01942,Los Angeles,CA,2787525,36797,651,2467,16574,17105,12,1320.06,23.35,88.5,594.58,613.63
1979,CA01942,Los Angeles,CA,2863412,43372,786,2508,19624,20454,12,1514.7,27.45,87.59,685.34,714.32
1980,CA01942,Los Angeles,CA,2952511,51447,1010,2813,21987,25637,12,1742.48,34.21,95.27,744.69,868.31
1981,CA01942,Los Angeles,CA,3031090,52818,879,2666,21121,28152,12,1742.54,29,87.96,696.81,928.77
1982,CA01942,Los Angeles,CA,3101979,53957,849,2706,20373,30029,12,1739.44,27.37,87.23,656.77,968.06
1983,CA01942,Los Angeles,CA,3158688,53435,820,2494,20878,29243,12,1691.68,25.96,78.96,660.97,925.8
1984,CA01942,Los Angeles,CA,3144256,51442,759,2347,21013,27323,12,1636.06,24.14,74.64,668.3,868.98
1985,CA01942,Los Angeles,CA,3186459,52832,777,2318,21799,27938,12,1658.02,24.38,72.75,684.11,876.77
1986,CA01942,Los Angeles,CA,3260856,66378,834,2330,33284,29930,12,2035.6,25.58,71.45,1020.71,917.86
1987,CA01942,Los Angeles,CA,3341726,63833,811,2169,34661,26192,12,1910.18,24.27,64.91,1037.22,783.79
1988,CA01942,Los Angeles,CA,3402342,66736,736,2006,37812,26182,12,1961.47,21.63,58.96,1111.35,769.53
1989,CA01942,Los Angeles,CA,3441449,77297,877,1996,43361,31063,12,2246.06,25.48,58,1259.96,902.61
1990,CA01942,Los Angeles,CA,3485398,83809,983,2014,44714,36098,12,2404.57,28.2,57.78,1282.9,1035.69
1991,CA01942,Los Angeles,CA,3558316,89875,1027,1966,47104,39778,12,2525.77,28.86,55.25,1323.77,1117.89
1992,CA01942,Los Angeles,CA,3615355,88919,1094,1872,46445,39508,12,2459.48,30.26,51.78,1284.66,1092.78
1993,CA01942,Los Angeles,CA,3525317,83701,1076,1773,42437,38415,12,2374.28,30.52,50.29,1203.78,1089.69
1994,CA01942,Los Angeles,CA,3550381,73102,845,1554,39886,30817,12,2058.99,23.8,43.77,1123.43,867.99
1995,CA01942,Los Angeles,CA,3466211,70518,849,1590,38945,29134,12,2034.44,24.49,45.87,1123.56,840.51
1996,CA01942,Los Angeles,CA,3498139,62840,711,1463,35477,25189,12,1796.38,20.33,41.82,1014.17,720.07
1997,CA01942,Los Angeles,CA,3541309,56538,576,1413,34043,20506,12,1596.53,16.27,39.9,961.31,579.05
1998,CA01942,Los Angeles,CA,3621680,49201,426,1395,31545,15835,12,1358.51,11.76,38.52,871,437.23
1999,CA01942,Los Angeles,CA,3650138,46840,425,1288,30716,14411,12,1283.24,11.64,35.29,841.5,394.81
2000,CA01942,Los Angeles,CA,3694820,50241,550,1459,32705,15527,12,1359.77,14.89,39.49,885.16,420.24
2001,CA01942,Los Angeles,CA,3763486,52243,588,1409,33080,17166,12,1388.15,15.62,37.44,878.97,456.12
2002,CA01942,Los Angeles,CA,3830561,51695,654,1415,32429,17197,12,1349.54,17.07,36.94,846.59,448.94
2003,CA01942,Los Angeles,CA,3838838,48824,515,1226,30506,16577,12,1271.84,13.42,31.94,794.67,431.82
2004,CA01942,Los Angeles,CA,3864018,42786,518,1131,26956,14181,12,1107.29,13.41,29.27,697.62,367
2005,CA01942,Los Angeles,CA,3871077,31767,489,1105,16376,13797,12,820.62,12.63,28.55,423.03,356.41
2006,CA01942,Los Angeles,CA,3879455,30526,480,1059,14634,14353,12,786.86,12.37,27.3,377.22,369.97
2007,CA01942,Los Angeles,CA,3870487,27806,395,1004,12926,13481,12,718.41,10.21,25.94,333.96,348.3
2008,CA01942,Los Angeles,CA,3850920,26553,384,949,11798,13422,12,689.52,9.97,24.64,306.37,348.54
2009,CA01942,Los Angeles,CA,3848776,24070,312,903,10638,12217,12,625.39,8.11,23.46,276.4,317.43
2010,CA01942,Los Angeles,CA,3792621,21484,293,923,9344,10924,12,566.47,7.73,24.34,246.37,288.03
2011,CA01942,Los Angeles,CA,3837207,20045,297,828,8843,10077,12,522.39,7.74,21.58,230.45,262.61
2012,CA01942,Los Angeles,CA,3855122,18547,299,936,8329,8983,12,481.1,7.76,24.28,216.05,233.01
2013,CA01942,Los Angeles,CA,3878725,16524,251,764,7624,7885,12,426.02,6.47,19.7,196.56,203.29
2014,CA01942,Los Angeles,CA,3906772,19171,260,1126,9836,7949,12,490.71,6.66,28.82,251.77,203.47
2015,CA01942,Los Angeles,CA,3962726,25156,282,2209,13713,8952,,634.82,7.12,55.74,346.05,225.91
1975,KY05680,Louisville,KY, , , , , , , , , , , , 
1976,KY05680,Louisville,KY, , , , , , , , , , , , 
1977,KY05680,Louisville,KY, , , , , , , , , , , , 
1978,KY05680,Louisville,KY, , , , , , , , , , , , 
1979,KY05680,Louisville,KY, , , , , , , , , , , , 
1980,KY05680,Louisville,KY, , , , , , , , , , , , 
1981,KY05680,Louisville,KY, , , , , , , , , , , , 
1982,KY05680,Louisville,KY, , , , , , , , , , , , 
1983,KY05680,Louisville,KY, , , , , , , , , , , , 
1984,KY05680,Louisville,KY, , , , , , , , , , , , 
1985,KY05680,Louisville,KY, , , , , , , , , , , , 
1986,KY05680,Louisville,KY, , , , , , , , , , , , 
1987,KY05680,Louisville,KY, , , , , , , , , , , , 
1988,KY05680,Louisville,KY, , , , , , , , , , , , 
1989,KY05680,Louisville,KY, , , , , , , , , , , , 
1990,KY05680,Louisville,KY, , , , , , , , , , , , 
1991,KY05680,Louisville,KY, , , , , , , , , , , , 
1992,KY05680,Louisville,KY, , , , , , , , , , , , 
1993,KY05680,Louisville,KY, , , , , , , , , , , , 
1994,KY05680,Louisville,KY, , , , , , , , , , , , 
1995,KY05680,Louisville,KY, , , , , , , , , , , , 
1996,KY05680,Louisville,KY, , , , , , , , , , , , 
1997,KY05680,Louisville,KY, , , , , , , , , , , , 
1998,KY05680,Louisville,KY, , , , , , , , , , , , 
1999,KY05680,Louisville,KY, , , , , , , , , , , , 
2000,KY05680,Louisville,KY, , , , , , , , , , , , 
2001,KY05680,Louisville,KY, , , , , , , , , , , , 
2002,KY05680,Louisville,KY, , , , , , , , , , , , 
2003,KY05680,Louisville,KY,623771,3323,50,145,1673,1455,3,532.73,8.02,23.25,268.21,233.26
2004,KY05680,Louisville,KY,624697,3280,66,216,1522,1476,12,525.05,10.57,34.58,243.64,236.27
2005,KY05680,Louisville,KY,623735,3896,55,209,1810,1822,12,624.62,8.82,33.51,290.19,292.11
2006,KY05680,Louisville,KY,626018,3836,50,175,1873,1738,12,612.76,7.99,27.95,299.19,277.63
2007,KY05680,Louisville,KY,624030,4238,71,194,2063,1910,12,679.13,11.38,31.09,330.59,306.08
2008,KY05680,Louisville,KY,629679,4306,71,220,2253,1762,12,683.84,11.28,34.94,357.8,279.83
2009,KY05680,Louisville,KY,631260,3769,62,230,1907,1570,12,597.06,9.82,36.44,302.09,248.71
2010,KY05680,Louisville,KY,660582,3734,52,229,1850,1603,12,565.26,7.87,34.67,280.06,242.66
2011,KY05680,Louisville,KY,665152,4086,48,227,2168,1643,12,614.3,7.22,34.13,325.94,247.01
2012,KY05680,Louisville,KY,666200,3989,62,183,2350,1394,12,598.77,9.31,27.47,352.75,209.25
2013,KY05680,Louisville,KY,671120,3644,48,160,2009,1427,12,542.97,7.15,23.84,299.35,212.63
2014,KY05680,Louisville,KY,677710,4015,56,194,2233,1532,12,592.44,8.26,28.63,329.49,226.06
2015,KY05680,Louisville,KY,680550,4300,81,205,2469,1545,,631.84,11.9,30.12,362.79,227.02
1975,TNMPD00,Memphis,TN,646483,5429,120,521,1805,2983,12,839.77,18.56,80.59,279.2,461.42
1976,TNMPD00,Memphis,TN,649819,4780,113,472,1766,2429,12,735.59,17.39,72.64,271.77,373.8
1977,TNMPD00,Memphis,TN,667150,5231,105,581,1796,2749,12,784.08,15.74,87.09,269.2,412.05
1978,TNMPD00,Memphis,TN,683112,5412,113,664,1738,2897,12,792.26,16.54,97.2,254.42,424.09
1979,TNMPD00,Memphis,TN,682110,5785,103,704,1678,3300,12,848.1,15.1,103.21,246,483.79
1980,TNMPD00,Memphis,TN,644957,6898,152,788,2112,3846,12,1069.53,23.57,122.18,327.46,596.32
1981,TNMPD00,Memphis,TN,654096,7056,133,760,2071,4092,12,1078.74,20.33,116.19,316.62,625.6
1982,TNMPD00,Memphis,TN,659913,7609,122,713,2370,4404,12,1153.03,18.49,108.04,359.14,667.36
1983,TNMPD00,Memphis,TN,664883,7564,127,763,2181,4493,12,1137.64,19.1,114.76,328.03,675.76
1984,TNMPD00,Memphis,TN,654666,9158,113,794,3488,4763,12,1398.88,17.26,121.28,532.79,727.55
1985,TNMPD00,Memphis,TN,654626,9738,122,903,3697,5016,12,1487.57,18.64,137.94,564.75,766.24
1986,TNMPD00,Memphis,TN,660255,10477,161,919,3578,5819,12,1586.81,24.38,139.19,541.91,881.33
1987,TNMPD00,Memphis,TN,659720,8833,143,831,3163,4696,12,1338.9,21.68,125.96,479.45,711.82
1988,TNMPD00,Memphis,TN,668935,8914,174,863,3415,4462,12,1332.57,26.01,129.01,510.51,667.03
1989,TNMPD00,Memphis,TN,651081,8030,141,781,3327,3781,12,1233.33,21.66,119.95,511,580.73
1990,TNMPD00,Memphis,TN,610337,9082,195,831,3904,4152,12,1488.03,31.95,136.15,639.65,680.28
1991,TNMPD00,Memphis,TN,619981,8818,169,653,3492,4504,12,1422.3,27.26,105.33,563.24,726.47
1992,TNMPD00,Memphis,TN,628865,9764,176,688,3559,5341,12,1552.64,27.99,109.4,565.94,849.31
1993,TNMPD00,Memphis,TN,618981,10113,198,725,3824,5366,12,1633.81,31.99,117.13,617.79,866.91
1994,TNMPD00,Memphis,TN,628375,9855,159,695,4013,4988,12,1568.33,25.3,110.6,638.63,793.79
1995,TNMPD00,Memphis,TN,623902,11039,181,785,4294,5779,12,1769.35,29.01,125.82,688.25,926.27
1996,TNMPD00,Memphis,TN,631626,12535,161,789,5615,5970,12,1984.56,25.49,124.92,888.98,945.18
1997,TNMPD00,Memphis,TN,637492,11836,138,938,5520,5240,12,1856.65,21.65,147.14,865.89,821.97
1998,TNMPD00,Memphis,TN,604242,9057,115,722,4048,4172,12,1498.9,19.03,119.49,669.93,690.45
1999,TNMPD00,Memphis,TN,609851,8602,118,688,4081,3715,12,1410.51,19.35,112.81,669.18,609.17
2000,TNMPD00,Memphis,TN,650100,9616,147,574,4808,4087,12,1479.16,22.61,88.29,739.58,628.67
2001,TNMPD00,Memphis,TN,655898,10906,159,489,5915,4343,12,1662.76,24.24,74.55,901.82,662.15
2002,TNMPD00,Memphis,TN,662441,10416,149,517,5506,4244,12,1572.37,22.49,78.04,831.17,640.66
2003,TNMPD00,Memphis,TN,653858,10312,126,449,5438,4299,12,1577.1,19.27,68.67,831.68,657.48
2004,TNMPD00,Memphis,TN,652526,10093,107,448,5765,3773,12,1546.76,16.4,68.66,883.49,578.21
2005,TNMPD00,Memphis,TN,678988,12637,138,401,7632,4466,12,1861.15,20.32,59.06,1124.03,657.74
2006,TNMPD00,Memphis,TN,680828,13557,149,434,7661,5313,12,1991.25,21.89,63.75,1125.25,780.37
2007,TNMPD00,Memphis,TN,669264,13065,131,450,7613,4871,12,1952.14,19.57,67.24,1137.52,727.81
2008,TNMPD00,Memphis,TN,672046,12939,138,366,7647,4788,12,1925.31,20.53,54.46,1137.87,712.45
2009,TNMPD00,Memphis,TN,667421,12072,132,387,7414,4139,12,1808.75,19.78,57.98,1110.84,620.15
2010,TNMPD00,Memphis,TN,646889,10401,89,433,6642,3237,12,1607.85,13.76,66.94,1026.76,500.39
2011,TNMPD00,Memphis,TN,652725,10338,117,406,6732,3083,12,1583.82,17.92,62.2,1031.37,472.33
2012,TNMPD00,Memphis,TN,657436,11417,134,428,7471,3384,12,1736.59,20.38,65.1,1136.38,514.73
2013,TNMPD00,Memphis,TN,657691,10890,125,458,7173,3134,12,1655.79,19.01,69.64,1090.63,476.52
2014,TNMPD00,Memphis,TN,654922,11420,139,519,7477,3285,12,1743.72,21.22,79.25,1141.66,501.59
2015,TNMPD00,Memphis,TN,657936,11449,135,530,7653,3131,,1740.14,20.52,80.55,1163.18,475.88
1975,WIMPD00,Milwaukee,WI,674369,3204,70,146,1020,1968,12,475.11,10.38,21.65,151.25,291.83
1976,WIMPD00,Milwaukee,WI,652517,2692,57,168,846,1621,12,412.56,8.74,25.75,129.65,248.42
1977,WIMPD00,Milwaukee,WI,640489,2535,54,213,879,1389,12,395.79,8.43,33.26,137.24,216.87
1978,WIMPD00,Milwaukee,WI,623657,2438,48,288,890,1212,12,390.92,7.7,46.18,142.71,194.34
1979,WIMPD00,Milwaukee,WI,645097,3039,63,283,1101,1592,12,471.09,9.77,43.87,170.67,246.78
1980,WIMPD00,Milwaukee,WI,633845,3310,74,213,1227,1796,12,522.21,11.67,33.6,193.58,283.35
1981,WIMPD00,Milwaukee,WI,641715,3424,71,290,1257,1806,12,533.57,11.06,45.19,195.88,281.43
1982,WIMPD00,Milwaukee,WI,645231,3593,62,194,1250,2087,12,556.85,9.61,30.07,193.73,323.45
1983,WIMPD00,Milwaukee,WI,643473,3720,51,235,1236,2198,12,578.11,7.93,36.52,192.08,341.58
1984,WIMPD00,Milwaukee,WI,632458,3456,44,292,1249,1871,12,546.44,6.96,46.17,197.48,295.83
1985,WIMPD00,Milwaukee,WI,621931,4056,68,390,1512,2086,12,652.16,10.93,62.71,243.11,335.41
1986,WIMPD00,Milwaukee,WI,623278,6135,83,444,3401,2207,12,984.31,13.32,71.24,545.66,354.1
1987,WIMPD00,Milwaukee,WI,607885,6008,92,437,3495,1984,12,988.34,15.13,71.89,574.94,326.38
1988,WIMPD00,Milwaukee,WI,611140,5037,81,400,2445,2111,12,824.2,13.25,65.45,400.07,345.42
1989,WIMPD00,Milwaukee,WI,600898,4270,112,461,1282,2415,12,710.6,18.64,76.72,213.35,401.9
1990,WIMPD00,Milwaukee,WI,628100,6282,155,495,1486,4146,12,1000.16,24.68,78.81,236.59,660.09
1991,WIMPD00,Milwaukee,WI,636342,6228,163,502,1311,4252,12,978.72,25.62,78.89,206.02,668.19
1992,WIMPD00,Milwaukee,WI,643017,6332,146,523,1329,4334,12,984.73,22.71,81.34,206.68,674.01
1993,WIMPD00,Milwaukee,WI,623114,6014,157,424,1411,4022,12,965.15,25.2,68.05,226.44,645.47
1994,WIMPD00,Milwaukee,WI,628737,6562,139,429,1977,4017,12,1043.68,22.11,68.23,314.44,638.9
1995,WIMPD00,Milwaukee,WI,622467,6737,138,370,2579,3650,12,1082.31,22.17,59.44,414.32,586.38
1996,WIMPD00,Milwaukee,WI,627139,5974,130,281,2210,3353,12,952.58,20.73,44.81,352.39,534.65
1997,WIMPD00,Milwaukee,WI,628507,6618,122,307,2636,3553,12,1052.97,19.41,48.85,419.41,565.31
1998,WIMPD00,Milwaukee,WI,588339,5895,111,286,2528,2970,12,1001.97,18.87,48.61,429.68,504.81
1999,WIMPD00,Milwaukee,WI,580899,6061,124,272,2531,3134,12,1043.38,21.35,46.82,435.7,539.51
2000,WIMPD00,Milwaukee,WI,596974,5711,122,303,2265,3021,12,956.66,20.44,50.76,379.41,506.05
2001,WIMPD00,Milwaukee,WI,601229,5463,127,295,2128,2913,12,908.64,21.12,49.07,353.94,484.51
2002,WIMPD00,Milwaukee,WI,605600,5782,111,326,2148,3197,12,954.76,18.33,53.83,354.69,527.91
2003,WIMPD00,Milwaukee,WI,594269,5290,110,246,2066,2868,12,890.17,18.51,41.4,347.65,482.61
2004,WIMPD00,Milwaukee,WI,590874,4637,87,176,1823,2551,12,784.77,14.72,29.79,308.53,431.73
2005,WIMPD00,Milwaukee,WI,586500,6027,121,158,2811,2937,12,1027.62,20.63,26.94,479.28,500.77
2006,WIMPD00,Milwaukee,WI,581005,7802,103,220,3873,3606,12,1342.85,17.73,37.87,666.6,620.65
2007,WIMPD00,Milwaukee,WI,572938,8057,105,236,4181,3535,12,1406.26,18.33,41.19,729.75,617
2008,WIMPD00,Milwaukee,WI,602131,7404,71,205,3884,3244,12,1229.63,11.79,34.05,645.04,538.75
2009,WIMPD00,Milwaukee,WI,604673,6661,72,203,3209,3177,12,1101.59,11.91,33.57,530.7,525.41
2010,WIMPD00,Milwaukee,WI,594833,6336,95,196,3102,2943,12,1065.17,15.97,32.95,521.49,494.76
2011,WIMPD00,Milwaukee,WI,597426,6637,86,205,3255,3091,12,1110.93,14.4,34.31,544.84,517.39
2012,WIMPD00,Milwaukee,WI,599395,7932,93,234,4508,3097,12,1323.33,15.52,39.04,752.09,516.69
2013,WIMPD00,Milwaukee,WI,600805,8194,104,401,4405,3284,12,1363.84,17.31,66.74,733.18,546.6
2014,WIMPD00,Milwaukee,WI,600374,8914,86,396,4877,3555,12,1484.74,14.32,65.96,812.33,592.13
2015,WIMPD00,Milwaukee,WI,600400,9583,145,436,5253,3749,,1596.1,24.15,72.62,874.92,624.42
1975,MN02711,Minneapolis,MN,405378,3326,47,307,1134,1838,12,820.47,11.59,75.73,279.74,453.4
1976,MN02711,Minneapolis,MN,397421,2954,27,300,1220,1407,12,743.29,6.79,75.49,306.98,354.03
1977,MN02711,Minneapolis,MN,390294,3130,38,324,1116,1652,12,801.96,9.74,83.01,285.94,423.27
1978,MN02711,Minneapolis,MN,374800,3098,26,307,1077,1688,12,826.57,6.94,81.91,287.35,450.37
1979,MN02711,Minneapolis,MN,363899,3899,30,327,1554,1988,12,1071.45,8.24,89.86,427.04,546.31
1980,MN02711,Minneapolis,MN,370163,3917,36,373,1241,2267,12,1058.18,9.73,100.77,335.26,612.43
1981,MN02711,Minneapolis,MN,372784,3883,28,367,1192,2296,12,1041.62,7.51,98.45,319.76,615.91
1982,MN02711,Minneapolis,MN,376704,4247,36,314,1314,2583,12,1127.41,9.56,83.35,348.81,685.68
1983,MN02711,Minneapolis,MN,377850,3487,16,316,1154,2001,12,922.85,4.23,83.63,305.41,529.58
1984,MN02711,Minneapolis,MN,370866,3883,27,392,1724,1740,12,1047.01,7.28,105.7,464.86,469.17
